Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,0.0,1
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,0.0,9
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,0.0,3
be4c63f3-8d38-3fa9-a183-62045b5c85f6,VA Boston Healthcare System  Jamaica Plain Campus,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,617-232-9500,0.0,192
0b78995f-8b45-34d3-969d-afcc456bb1c7,New Bedford Outpatient Clinic,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,508-994-0217,0.0,94
de7eebed-6d89-3e62-b8d3-59d80c664399,Pittsfield Outpatient Clinic,73 Eagle Street,Pittsfield,MA,01201,42.451427,-73.25195,413-499-2672 Or 413-499-2672,0.0,69
7a90ea23-6a9c-3bd0-a62a-a462adbeee60,PCP1742,132 FRONT ST,SCITUATE,MA,02066-1386,42.205062,-70.74297800000001,781-545-1008,0.0,34
b7b40287-83bb-396b-a2c6-eb74e3265d4e,PCP4961,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-396-7573,0.0,37
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,0.0,28
e72c6935-66fe-36b4-90ab-b3e958b57fba,PCP9773,23 ISAAC ST,MIDDLEBORO,MA,02346-2080,41.894223,-70.925689,774-254-1197,0.0,52
06eff9e0-c5b4-39ed-8273-2f29cf5d3185,PCP10127,464 GRANITE AVE,MILTON,MA,02186-5625,42.241557,-71.082432,617-698-0998,0.0,68
05b06130-e01d-3303-8c21-3ae6c1446ba8,PCP11992,37 ALGONQUIN AVE,ANDOVER,MA,01810-5527,42.648044,-71.161751,978-749-3690,0.0,58
daa4c408-5fc5-32a8-881e-12181e8b8598,PCP12132,11 PROSPECT ST,SHERBORN,MA,01770-1302,42.231947,-71.372963,508-545-1843,0.0,37
908921eb-7b1d-3425-86ed-5919a9c01b6a,NANCY A BALIN MD F A C S,269 LOCUST ST,FLORENCE,MA,01062-2053,42.327044,-72.67463000000002,413-584-6666,0.0,90
6a576642-a046-3dd9-aea4-eec846398490,PCP14228,19 WEBSTER SQUARE,MARSHFIELD,MA,02050-3468,42.115139,-70.71033100000001,781-837-5800,0.0,65
25b58aaf-3bec-3cea-bf56-a95ba7c34def,PCP15356,180 BOLTON ST,MARLBOROUGH,MA,01752-3934,42.349616999999995,-71.547214,508-485-0736,0.0,31
f0f86560-e984-3bb4-b93e-480bb4691e0f,PCP19053,500 MAIN ST,WILBRAHAM,MA,01095-1658,42.126883,-72.430952,413-949-3391,0.0,7
d671d0c2-8451-3b7b-8eca-2143a975159d,PCP21683,10 DEER RUN,WAYLAND,MA,01778-3209,42.360427,-71.361099,508-358-4672,0.0,28
a3f3508a-4ed2-3a9e-8580-0d325e3d3457,STURBRIDGE HUMAN SERVICES INC,450 MAIN ST,FISKDALE,MA,01518-1296,42.124762,-72.110888,508-347-7755,0.0,19
cded94db-6a8c-3c00-9eca-874e428de7f7,PCP28956,531 KING ST,LITTLETON,MA,01460-1279,42.535931,-71.490569,978-452-37114,0.0,17
13ac250b-43af-387a-b3ab-f50eedab3ea8,PCP29182,22 MILL ST,ARLINGTON,MA,02476-4744,42.418721999999995,-71.163912,781-488-3294,0.0,40
cd1f5054-2a98-3665-94db-572a81a2e874,PCP29200,300 W MAIN ST,NORTHBOROUGH,MA,01532-2132,42.323342,-71.646236,508-366-77072,0.0,46
1fde85e4-d4ad-3df7-8b63-5da077f83680,PCP32099,489 ARLINGTON ST,DRACUT,MA,01826-5228,42.679722999999996,-71.30068,913-909-9160,0.0,32
5f3a820c-2d15-32cf-85d7-b7dbf71cf3c9,DARTMOUTH DERMATOLOGY ASSOCIATES  PC,368 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1257,41.56651,-70.958229,508-998-1994,0.0,23
e2c63b97-bebc-31b1-ac8b-72ace3547669,BILLERICA CHIROPRACTIC OFFICE P.C.,25 BRIDGE ST,BILLERICA,MA,01821-1023,42.559673,-71.260947,978-667-1932,0.0,58
6f8ad572-8023-3796-8582-e3ebc6113fb7,PCP36211,26 JENNIFER ST,LITTLETON,MA,01460-1709,42.535931,-71.490569,781-640-0900,0.0,50
baad40f6-f6e8-3555-be27-8fbba66128ca,PCP36602,1 BROOKLINE PL,BROOKLINE,MA,02445-7277,42.323853,-71.142003,617-278-0272,0.0,43
d89a8f94-0755-3988-a0d4-64bb37fd705c,PCP36966,5 STATE ST,SHELBURNE FLS,MA,01370-1036,42.609509,-72.74698000000002,413-625-8494,0.0,60
e4985463-921d-38b5-a6dc-c2f8f78a884f,PCP37016,25 MARSTON ST,LAWRENCE,MA,01841-2355,42.700272999999996,-71.161357,978-687-2586,0.0,36
411735bd-f830-3011-a59f-c3f84a1f042e,PCP44598,30 HARDWICK RD,PETERSHAM,MA,01366-9701,42.459222,-72.216335,978-724-3424,0.0,43
86ed5cdc-c6d1-3308-b3a7-8173855c4fc1,PCP44830,89 MAIN ST,MEDWAY,MA,02053-1818,42.156203000000005,-71.43034499999999,508-533-3777,0.0,34
9b85cf38-ccfb-36f8-82d9-3aab7a24ac0b,PCP46940,113 BELMONT ST,BELMONT,MA,02478-3603,42.395317,-71.180284,617-731-9096,0.0,29
4917759b-1f9e-3733-af09-132e8a56641a,PCP48383,33 E MAIN ST,WARE,MA,01082-1478,42.275462,-72.280158,413-949-2772,0.0,26
3ad8f3a6-047e-3ade-8ff6-6ad9901e53d3,PCP50256,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,781-641-2210,0.0,29
d86e15fb-290b-36d8-ad51-b32ceda12b77,PCP54507,15 MIDSTATE DR,AUBURN,MA,01501-1856,42.198708,-71.846006,774-239-2702,0.0,16
0c15415c-9da3-371c-b7b6-df95c18e2d0c,PCP56256,70 WASHINGTON ST,SALEM,MA,01970-3520,42.499248,-70.898204,781-864-8048,0.0,27
f93e59e2-c0e4-3118-a1c2-3234c6dde120,CHARIS CENTER SOUTH  INC.,604 FOUNDRY ST,EASTON,MA,02334,42.040515,-71.109329,508-947-1901,0.0,55
a2044f5c-402b-350e-9bf3-2dbc7ba55edf,EYE HEALTH ASSOCIATES LLC,51 STATE RD,DARTMOUTH,MA,02747-3319,41.56651,-70.958229,508-994-1400,0.0,31
03f162f5-ad40-3c16-899b-a832b625b0c7,PCP59278,452 PLEASANT ST,MALDEN,MA,02148-8117,42.42938,-71.058706,781-324-8704,0.0,31
b2872674-997c-30cd-862d-eeeb72a4a7bc,PCP60018,45 STERLING ST,WEST BOYLSTON,MA,01583-1200,42.369417,-71.785036,978-906-1753,0.0,30
02ac6866-d3a6-34b6-b677-4ad855456cf9,PCP62147,1680 A BEACON ST,BROOKLINE,MA,02445-2180,42.323853,-71.142003,617-734-5770,0.0,31
b81f7f7b-46fa-3596-bf0f-2db5613cf671,PCP63171,15 SHIRLEY AVE,DENNIS PORT,MA,02639-2443,41.666903999999995,-70.135645,508-394-8677,0.0,38
c0094038-6272-32dc-bf16-e4e8e417098a,BURLINGTON OB-GYN ASSOC INC,101 CAMBRIDGE ST,BURLINGTON,MA,01803-3766,42.503227,-71.201713,781-272-4667,0.0,17
7b16a000-ec3a-3f2d-acf4-bf1d6130c39a,PCP67457,250 C GREENFIELD RD,SOUTH DEERFIELD,MA,01373-9790,42.481395,-72.589793,413-665-0481,0.0,34
cc753dea-8769-384d-9f93-b87ed9e459d5,R LESLIE SHELTON MD PC,100 HOSPITAL RD,LEOMINSTER,MA,01453-2244,42.520876,-71.770611,978-840-6481,0.0,69
811de503-055f-3d74-b10b-21b9ebbd145e,PCP80542,215 SANDWICH RD,WAREHAM,MA,02571-1637,41.76104,-70.701779,617-847-1950,0.0,31
525d4346-4aa8-3bf5-8e5b-397ac106fe51,PCP85170,340 PLEASANT ST,BROCKTON,MA,02301-3236,42.082543,-71.024638,,0.0,35
6d764f44-0f5a-3f7c-9bb1-f9ffe015fcc1,PCP89222,1842 BEACON ST,BROOKLINE,MA,02445-1922,42.323853,-71.142003,,0.0,54
f361eedf-8ff2-3500-8740-e7d121f9731d,MASS BAY SPINE AND SPORT PHYSICAL THERAPY  INC.,506 PLAIN ST,MARSHFIELD,MA,02050-2745,42.115139,-70.71033100000001,781-319-0024,0.0,30
87f6941d-90f6-3c1d-b443-4038458cf8d7,PLATINUM PHYSICAL THERAPY  INC.,15 W UNION ST,ASHLAND,MA,01721-1464,42.257754999999996,-71.473526,508-881-6750,0.0,21
c0138ea8-3e27-37ba-afb8-7237f58c62f8,FAMILY PRACTICE ASSOCIATES R TAYLOR E HEYMAN AND R LEE PTRS,20 ELM ST,PITTSFIELD,MA,01201-6502,42.451840000000004,-73.260685,413-442-1019,0.0,113
0c4ef539-ce2d-3ed5-9b25-1c5de505cd38,PCP114647,366 MASSACHUSETTS AVE,ARLINGTON,MA,02474-6731,42.418721999999995,-71.163912,,0.0,28
a012f4a2-ce37-3ffc-b5ba-5acbd5975469,NORTH BOSTON ORAL AND FACIAL SURGERY INC,242 MAIN ST,AMESBURY,MA,01913-3764,42.851284,-70.955837,978-388-7500,0.0,54
a8b36eec-d44f-379c-acd2-d3d082bca238,PCP127958,1020 PLAIN ST,MARSHFIELD,MA,02050-2179,42.115139,-70.71033100000001,,0.0,2
75ac3572-9c8c-3e6c-b960-51716a14a483,PCP128616,9 COLBY ST,SALEM,MA,01970-1901,42.499248,-70.898204,,0.0,32
bdbe5a28-66cd-37af-b959-ecb293bc6908,PCP130156,101 AMESBURY ST,LAWRENCE,MA,01840-1311,42.700272999999996,-71.161357,,0.0,39
31443b29-9fc0-3abd-b119-2ebc1ee64e17,PCP137753,70 COURT ST,WESTFIELD,MA,01085-1855,42.138838,-72.755911,,0.0,24
200fda80-4f41-3747-bfb4-5db70c2e3868,PCP144929,274 WESTFIELD ST,WEST SPRINGFIELD,MA,01089-2572,42.125451,-72.649734,,0.0,49
871452d1-2b77-3981-92ce-a3c3c6dc4be5,PCP146943,16 WATER HOUSE RD,BOURNE,MA,02532,41.717459999999996,-70.591824,,0.0,45
0fad13aa-142b-360d-8730-56777abc3e9b,PCP149687,776 LONGMEADOW ST,LONGMEADOW,MA,01106-2219,42.047565000000006,-72.57113000000001,,0.0,16
150d4bec-d11c-3014-8818-45127743725d,PCP155636,69 BAYVIEW AVE,BERKLEY,MA,02779-1924,41.838060999999996,-71.07761500000001,,0.0,39
ee7b0816-148e-387c-9294-4f2bc952e515,BETHEL MEDICAL GROUP PC,111 TORREY ST,BROCKTON,MA,02301-4800,42.082543,-71.024638,508-588-1200,0.0,29
c13aae5c-3443-371c-a343-60f2c46d6852,PCP171808,12 CANDLEWOOD LN,DENNIS PORT,MA,02639-1334,41.666903999999995,-70.135645,508-292-6022,0.0,29
2fd9bdee-861e-333f-abb2-52f40dbd2e97,PCP175682,1250 HANCOCK ST,QUINCY,MA,02169-4331,42.261006,-71.008988,,0.0,35
d68d84e2-8771-345d-9af3-9f000c25a286,NEPONSET VALLEY ORAL AND MAXILLOFACIAL SURGERY ASSOCIATES  PC.,486 WASHINGTON ST,WELLESLEY,MA,02482-5971,42.305932,-71.282917,781-235-5225,0.0,23
2af22601-e642-38dd-b032-22e0947f6b1e,PCP187044,184 W MAIN ST,NORTON,MA,02766-1243,41.965340999999995,-71.18178,,0.0,91
45cd187a-1dd6-349f-88d5-c6a30e70fbb5,PIONEER VALLEY DERMATOLOGY PC,29 B COTTAGE ST,AMHERST,MA,01002-1206,42.363534,-72.50729100000001,413-549-7400,0.0,36
6b6e3359-cd17-3d26-ba37-248d9aa80763,PCP198892,100 GOULD RD,MONTEREY,MA,01245,42.186893,-73.223105,413-528-1804,0.0,69
7b4ee97a-0723-3538-900c-0a9680a6c021,JOHN MAGALHAES AND ASSOCIATES  INC.,382 STATE RD,DARTMOUTH,MA,02747-4302,41.56651,-70.958229,508-991-4520,0.0,52
a3bba89b-a75c-31d4-9192-1d2bb6521a79,PINNACLE HEALTH MANAGEMENT,105 WEBSTER ST,HANOVER,MA,02339-1227,42.122956,-70.85631,781-754-6545,0.0,35
9a457e82-d5d7-3884-921d-800b874ae60d,PCP215699,50 N 2ND ST,NEW BEDFORD,MA,02740-6272,41.661303000000004,-70.937913,401-396-9984,0.0,30
7753a595-c36a-360d-9fe9-226a9f7b822e,ST. VINCENT RADIOLOGICAL ASSOC.  INC.,14 RICE RD,TEMPLETON,MA,01468-1332,42.563482,-72.07547199999999,978-939-2035,0.0,72
030d23fc-240c-3526-965a-3bddaa5535bb,BRIAN D. TEDESCO DPM AND GEORGE A. ABBOUD DPM PC,53 MAIN ST,SOMERVILLE,MA,02145-1448,42.390445,-71.101033,617-629-2806,0.0,38
6040b2da-71a1-3d12-a777-427cbb929931,PCP231204,46 MAIN RD,MONTGOMERY,MA,01085-9522,42.220395,-72.834999,413-862-3400,0.0,26
4b02e56a-7864-3e69-af83-065a9ce5f7e7,PCP233164,170 POND RD,WEST TISBURY,MA,02575-0130,41.394406,-70.656447,508-696-9171,0.0,62
840f740e-0a45-3a39-82bc-33413310d0a3,WINCHESTER HOSPITAL INPATIENT SPECIALISTS PLLC,41 HIGHLAND AVE,WINCHESTER,MA,01890-1496,42.452752000000004,-71.144319,781-729-9000,0.0,56
e204d54b-9e41-3aec-a681-8a0929a652d5,HOWARD S GOLDBERG MD INC,990 PARADISE RD,SWAMPSCOTT,MA,01907-1395,42.468059000000004,-70.89126,781-592-2830,0.0,36
395a9f52-1f2d-35cd-8cfe-35e2771f8921,PCP248432,567 CENTRAL ST,BOYLSTON,MA,01505-1523,42.355049,-71.716157,508-335-2452,0.0,60
4b763c09-b201-30b8-bb68-8e69a7063970,RANDOLPH EYE PC,1587 BLUE HILL AVE,MATTAPAN,MA,02126-2122,42.33196,-71.020173,617-298-6998,0.0,67
76fcc5a2-ce75-3662-8763-1d53b733cef9,PCP258626,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.56651,-70.958229,508-951-6228,0.0,28
0f6eba19-ad14-3643-895a-9c6b29d2ffc2,PRIMA CARE PC,289 PLEASANT ST,FALL RIVER,MA,02721-3005,41.725351,-71.094162,508-674-0600,0.0,40
0e173633-0efb-33b9-855e-06f1edbd1308,PCP267536,40 REVERE ST,CANTON,MA,02021-2923,42.175737,-71.125385,781-828-5080,0.0,16
c29794ec-7d16-3467-89d8-02637a9b127e,STEWARD MEDICAL GROUP  INC,100 AMESBURY ST,LAWRENCE,MA,01842-1321,42.700272999999996,-71.161357,978-683-0157,0.0,58
8c35036f-47d7-3e93-9410-e6f7acd9cc77,MILFORD REGIONAL PHYSICIAN GROUP INC,94 MENDON ST,HOPEDALE,MA,01747-1311,42.123007,-71.53140400000001,508-482-5401,0.0,14
94e3c32a-69b3-323e-9d98-0643b2179c3e,PROEX PHYSICAL THERAPY  LLC,3 FERRY ST F,HAVERHILL,MA,01835-7442,42.782945,-71.087436,978-469-9412,0.0,35
a0f92a63-5680-3227-bda4-8e53a5577f89,CAMBRIDGE PUBLIC HEALTH COMMISSION,391 BROADWAY,EVERETT,MA,02149-3471,42.405938,-71.054649,617-389-0045,0.0,26
5ce0f225-3202-3c0a-af71-78ddb9071ffb,SIGNATURE HEALTHCARE MEDICAL GROUP INC,545 BEDFORD ST,BRIDGEWATER,MA,02324-3117,41.972376000000004,-70.978773,508-697-3677,0.0,47
58cc9932-9185-3dfe-8b6a-832abe9fab9c,HARRINGTON PHYSICIAN SERVICES INC,340 THOMPSON RD,WEBSTER,MA,01570-1509,42.047075,-71.845805,508-943-5132,0.0,18
9e4fd3b4-7a24-3a9d-b8b4-2d7ca4144024,PLEXUS ANESTHESIA SERVICES OF MASSACHUSETTS PC,535 FAUNCE CORNER RD,DARTMOUTH,MA,02747-1242,41.56651,-70.958229,508-996-3991,0.0,24
aba8963a-6ee6-3f10-8d9f-16fe178e2ef3,CAREWELL URGENT CARE CENTERS OF MA  PC,510 BOSTON RD,BILLERICA,MA,01821-2811,42.559673,-71.260947,978-362-2443,0.0,40
f66dc930-9afa-3994-8676-0c23f1d3d7a3,STEWARD MEDICAL GROUP  INC,18 MAIN ST HARBOR VLG,TOWNSEND,MA,01469-1300,42.66495,-71.712025,978-597-9091,0.0,20
51373f2a-2219-3391-8664-4978665c2546,STEWARD MEDICAL GROUP  INC,673 BEDFORD ST,ABINGTON,MA,02351-1921,42.119966999999995,-70.957211,781-878-1903,0.0,39
b7a2f55d-5e61-3d07-9c48-a9c6c2bf6d54,BAYSTATE MEDICAL PRACTICES INC,46 DAGGETT DR,WEST SPRINGFIELD,MA,01089-4638,42.125451,-72.649734,413-794-9110,0.0,1
aa383493-9e47-3436-a1d1-f8e5a2d70da3,HARRINGTON PHYSICIAN SERVICES INC,78 SUTTON AVE,OXFORD,MA,01540-1813,42.12826,-71.8671,508-499-1760,0.0,26
cbdbf717-3814-31bb-b9f1-67339c1fd769,STEWARD MEDICAL GROUP  INC,575 TURNPIKE ST,NORTH ANDOVER,MA,01845-5937,42.673909,-71.091334,978-682-2310,0.0,45
